100013989.0,0.0,0.0
1670700.0,3.0984634999999998,6283.0758500000002
13956.0,3.05525,12566.1517
3084.0,5.1985000000000001,77713.771500000003
1628.0,1.1738999999999999,5753.3849
1576.0,2.8469000000000002,7860.4193999999998
925.0,5.4530000000000003,11506.77
542.0,4.5640000000000001,3930.21
472.0,3.661,5884.9269999999997
346.0,0.96399999999999997,5507.5529999999999
329.0,5.9000000000000004,5223.6940000000004
307.0,0.29899999999999999,5573.143
243.0,4.2729999999999997,11790.629000000001
212.0,5.8470000000000004,1577.3440000000001
186.0,5.0220000000000002,10977.079
175.0,3.012,18849.227999999999
110.0,5.0549999999999997,5486.7780000000002
98.0,0.89000000000000001,6069.7799999999997
86.0,5.6900000000000004,15720.84
86.0,1.27,161000.69
85.0,0.27000000000000002,17260.150000000001
63.0,0.92000000000000004,529.69000000000005
57.0,2.0099999999999998,83996.850000000006
56.0,5.2400000000000002,71430.699999999997
49.0,3.25,2544.3099999999999
47.0,2.5800000000000001,775.51999999999998
45.0,5.54,9437.7600000000002
43.0,6.0099999999999998,6275.96
39.0,5.3600000000000003,4694.0
38.0,2.3900000000000001,8827.3899999999994
37.0,0.82999999999999996,19651.049999999999
37.0,4.9000000000000004,12139.549999999999
36.0,1.6699999999999999,12036.459999999999
35.0,1.8400000000000001,2942.46
33.0,0.23999999999999999,7084.8999999999996
32.0,0.17999999999999999,5088.6300000000001
32.0,1.78,398.14999999999998
28.0,1.21,6286.6000000000004
28.0,1.8999999999999999,6279.5500000000002
26.0,4.5899999999999999,10447.389999999999
