-171996.0,-174.19999999999999,92025.0,8.9000000000000004
-13187.0,-1.6000000000000001,5736.0,-3.1000000000000001
-2274.0,-0.20000000000000001,977.0,-0.5
2062.0,0.20000000000000001,-895.0,0.5
1426.0,-3.3999999999999999,54.0,-0.10000000000000001
712.0,0.10000000000000001,-7.0,0.0
-517.0,1.2,224.0,-0.59999999999999998
-386.0,-0.40000000000000002,200.0,0.0
-301.0,0.0,129.0,-0.10000000000000001
217.0,-0.5,-95.0,0.29999999999999999
-158.0,0.0,0.0,0.0
129.0,0.10000000000000001,-70.0,0.0
123.0,0.0,-53.0,0.0
63.0,0.0,0.0,0.0
63.0,0.10000000000000001,-33.0,0.0
-59.0,0.0,26.0,0.0
-58.0,-0.10000000000000001,32.0,0.0
-51.0,0.0,27.0,0.0
48.0,0.0,0.0,0.0
46.0,0.0,-24.0,0.0
-38.0,0.0,16.0,0.0
-31.0,0.0,13.0,0.0
29.0,0.0,0.0,0.0
29.0,0.0,-12.0,0.0
26.0,0.0,0.0,0.0
-22.0,0.0,0.0,0.0
21.0,0.0,-10.0,0.0
17.0,-0.10000000000000001,0.0,0.0
16.0,0.0,-8.0,0.0
-16.0,0.10000000000000001,7.0,0.0
-15.0,0.0,9.0,0.0
-13.0,0.0,7.0,0.0
-12.0,0.0,6.0,0.0
11.0,0.0,0.0,0.0
-10.0,0.0,5.0,0.0
-8.0,0.0,3.0,0.0
7.0,0.0,-3.0,0.0
-7.0,0.0,0.0,0.0
-7.0,0.0,3.0,0.0
-7.0,0.0,3.0,0.0
6.0,0.0,0.0,0.0
6.0,0.0,-3.0,0.0
6.0,0.0,-3.0,0.0
-6.0,0.0,3.0,0.0
-6.0,0.0,3.0,0.0
5.0,0.0,0.0,0.0
-5.0,0.0,3.0,0.0
-5.0,0.0,3.0,0.0
-5.0,0.0,3.0,0.0
4.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0
4.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0
-4.0,0.0,0.0,0.0
3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
-3.0,0.0,0.0,0.0
