628331966747.0,0.0,0.0
206059.0,2.6782349999999999,6283.0758500000002
4303.0,2.6351,12566.1517
425.0,1.5900000000000001,3.5230000000000001
119.0,5.7960000000000003,26.297999999999998
109.0,2.9660000000000002,1577.3440000000001
93.0,2.5899999999999999,18849.23
72.0,1.1399999999999999,529.69000000000005
68.0,1.8700000000000001,398.14999999999998
67.0,4.4100000000000001,5507.5500000000002
59.0,2.8900000000000001,5223.6899999999996
56.0,2.1699999999999999,155.41999999999999
45.0,0.40000000000000002,796.29999999999995
36.0,0.46999999999999997,775.51999999999998
29.0,2.6499999999999999,7.1100000000000003
21.0,5.3399999999999999,0.97999999999999998
19.0,1.8500000000000001,5486.7799999999997
19.0,4.9699999999999998,213.30000000000001
17.0,2.9900000000000002,6275.96
16.0,0.029999999999999999,2544.3099999999999
16.0,1.4299999999999999,2146.1700000000001
15.0,1.21,10977.08
12.0,2.8300000000000001,1748.02
12.0,3.2599999999999998,5088.6300000000001
12.0,5.2699999999999996,1194.45
12.0,2.0800000000000001,4694.0
11.0,0.77000000000000002,553.57000000000005
10.0,1.3,3286.5999999999999
10.0,4.2400000000000002,1349.8699999999999
9.0,2.7000000000000002,242.72999999999999
9.0,5.6399999999999997,951.72000000000003
8.0,5.2999999999999998,2352.8699999999999
6.0,2.6499999999999999,9437.7600000000002
6.0,4.6699999999999999,4690.4799999999996
